iter	Logloss
554	0.1832931638
555	0.182890147
556	0.1824853867
557	0.1822228134
558	0.1818683445
559	0.1815189719
560	0.1811562479
561	0.1808982193
562	0.1804837286
563	0.1801165044
564	0.1796317548
565	0.1793448776
566	0.1788438708
567	0.1786325574
568	0.1783433259
569	0.1780840158
570	0.1778754592
571	0.1774389446
572	0.1771826148
573	0.1767053306
574	0.1763910353
575	0.1760715097
576	0.1758463234
577	0.1756028831
578	0.1753452122
579	0.1748951077
580	0.1745921373
581	0.1741790622
582	0.1738165915
583	0.1734428704
584	0.173004657
585	0.1727546006
586	0.1724234372
587	0.1721734703
588	0.1718869954
589	0.1715511978
590	0.171343416
591	0.1710897833
592	0.1708176732
593	0.1705144942
594	0.1702096015
595	0.1699384898
596	0.1696282476
597	0.1693941951
598	0.1690338552
599	0.1687533259
600	0.1684265435
601	0.1681282222
602	0.1678563058
603	0.1675216705
604	0.1672367901
605	0.1670283973
606	0.1666537821
607	0.1664190739
608	0.1660730392
609	0.1658228338
610	0.1654548496
611	0.1649546921
612	0.1645593941
613	0.164188236
614	0.1639485061
615	0.1635837257
616	0.1633582115
617	0.1631268859
618	0.1628863215
619	0.1626196802
620	0.1623689532
621	0.1618902981
622	0.1616024226
623	0.161321342
624	0.1610291451
625	0.1608026624
626	0.1605911702
627	0.1602830142
628	0.1601011455
629	0.1597388238
630	0.1595102251
631	0.1591989696
632	0.1589538306
633	0.1587830782
634	0.1585615426
635	0.1581944525
636	0.1579614878
637	0.1577268094
638	0.157453388
639	0.1572353393
640	0.1569786817
641	0.156577006
642	0.1562992483
643	0.15596883
644	0.1556419432
645	0.1553740501
646	0.1551004946
647	0.1549134403
648	0.1545731425
649	0.1543286145
650	0.1539898068
651	0.1537685096
652	0.1535769105
653	0.1533499807
654	0.1530422717
655	0.1528036445
656	0.1525442302
657	0.1522012353
658	0.1519558877
659	0.1517806947
660	0.1515494287
661	0.1513141692
662	0.1509916335
663	0.1507131755
664	0.1504493803
665	0.1502093077
666	0.1499089003
667	0.1497138143
668	0.1494113952
669	0.1492213309
670	0.1489247978
671	0.1486570239
672	0.1483823359
673	0.1481520385
674	0.1479910612
675	0.1478333771
676	0.1475545466
677	0.1471889317
678	0.1470159292
679	0.1467513442
680	0.1464376152
681	0.1461468786
682	0.145929262
683	0.1458090246
684	0.1455655098
685	0.1453837007
686	0.1451379806
687	0.1449148953
688	0.1447029412
689	0.1444957107
690	0.1443046629
691	0.1440458447
692	0.1438195705
693	0.1435738653
694	0.1433708668
695	0.14301458
696	0.1427906603
697	0.1425508559
698	0.1423737109
699	0.1421560049
700	0.1420158744
701	0.141823262
702	0.1415805966
703	0.1412629187
704	0.1410535425
705	0.1407477558
706	0.1405565739
707	0.1403604299
708	0.1401422471
709	0.1399700046
710	0.1396277547
711	0.1394423693
712	0.1392418742
713	0.1389625818
714	0.138747707
715	0.1386083812
716	0.1383696944
717	0.1381954551
718	0.1380384266
719	0.1377780139
720	0.1375841796
721	0.1372851431
722	0.1371385157
723	0.1369144768
724	0.1367058158
725	0.1364656389
726	0.1362948567
727	0.1360066235
728	0.1358465999
729	0.1356866658
730	0.1355058253
731	0.13532722
732	0.1351546347
733	0.134916544
734	0.1347299814
735	0.1344974935
736	0.1342826188
737	0.134095788
738	0.1338933706
739	0.1337160468
740	0.1335216463
741	0.1332950145
742	0.1330775917
743	0.1329012215
744	0.1327380836
745	0.1324778199
746	0.1322871149
747	0.1320985258
748	0.1318605244
749	0.1317000687
750	0.1314834654
751	0.1312518716
752	0.1311320961
753	0.1309916079
754	0.1307220608
755	0.1305232942
756	0.1302902848
757	0.1300682873
758	0.1298412979
759	0.129688248
760	0.1294541955
761	0.1293076575
762	0.1292027533
763	0.128966406
764	0.1287181079
765	0.1285581589
766	0.1283822507
767	0.1281588376
768	0.1279862225
769	0.1277615577
770	0.1274782121
771	0.1273186803
772	0.1271458864
773	0.1270037293
774	0.1267469376
775	0.1265432984
776	0.1263891459
777	0.126226753
778	0.125967145
779	0.1258191913
780	0.1256301105
781	0.1254348159
782	0.125128597
783	0.1249483228
784	0.1247098967
785	0.1245095059
786	0.1243401915
787	0.1241937578
788	0.1240191236
789	0.1237818673
790	0.1236431599
791	0.1234702915
792	0.1232439131
793	0.123123154
794	0.1229093745
795	0.1227014214
796	0.1225033849
797	0.122362785
798	0.1222158
799	0.1219883412
800	0.1218292713
801	0.1216455698
802	0.1214327887
803	0.1213122159
804	0.1211385056
805	0.1210039183
806	0.1207750663
807	0.1205880344
808	0.120489575
809	0.1202673241
810	0.1201310977
811	0.1199846417
812	0.1197898015
813	0.1195914969
814	0.1193658561
815	0.1192296445
816	0.1191093028
817	0.118994236
818	0.118821241
819	0.1186638549
820	0.1184773669
821	0.1183431149
822	0.1180709377
823	0.1179152206
824	0.1177561805
825	0.1175233424
826	0.1172842979
827	0.1171224713
828	0.1168709844
829	0.1167509034
830	0.1165814102
831	0.1163552031
832	0.1162256226
833	0.1159970462
834	0.1158226728
835	0.1157019883
836	0.1155674532
837	0.1154530793
838	0.1151960492
839	0.1150806025
840	0.114871785
841	0.1147916466
842	0.1146143228
843	0.1144438982
844	0.1142501533
845	0.1140137985
846	0.1137973368
847	0.113680847
848	0.113504976
849	0.113354072
850	0.1131363809
851	0.1129301786
852	0.1127437949
853	0.1125928834
854	0.1124333143
855	0.1123109534
856	0.1121516973
857	0.1119891331
858	0.1117995381
859	0.1116124317
860	0.1114462465
861	0.1113250107
862	0.1111567691
863	0.1110386476
864	0.1108487248
865	0.1106601954
866	0.1105094105
867	0.1103056818
868	0.1100814417
869	0.1099180207
870	0.1097842455
871	0.1096501425
872	0.1095278114
873	0.1093666852
874	0.1092202067
875	0.109080106
876	0.1089556739
877	0.1087931693
878	0.1085802466
879	0.1084738523
880	0.1083117425
881	0.1081532761
882	0.1080150977
883	0.1078222692
884	0.1076069102
885	0.1074832231
886	0.1073204577
887	0.1071021929
888	0.1069586873
889	0.1067905501
890	0.1066562831
891	0.1065159589
892	0.1063752845
893	0.1062345803
894	0.1061140671
895	0.105979383
896	0.1058525369
897	0.1057256684
898	0.1055736989
899	0.1053718925
900	0.1052566618
901	0.1050695851
902	0.1048753411
903	0.1047173962
904	0.1045951098
905	0.1044629589
906	0.1042556167
907	0.1041285172
908	0.1040159017
909	0.1037816405
910	0.103625685
911	0.1035085917
912	0.1033653617
913	0.1031560898
914	0.1030173749
915	0.1028680578
916	0.1027507037
917	0.1026702523
918	0.102556482
919	0.1024266258
920	0.1023311317
921	0.1022025868
922	0.1020426527
923	0.1019317657
924	0.1018073708
925	0.1016578302
926	0.1014518142
927	0.1013492644
928	0.1012429744
929	0.1010923907
930	0.1009883955
931	0.1008616984
932	0.1006834805
933	0.1005493104
934	0.1004243791
935	0.1003345028
936	0.1002135426
937	0.1001018807
938	0.09994467348
939	0.09983409196
940	0.09972953796
941	0.09959369153
942	0.09947289526
943	0.09930600226
944	0.09918602556
945	0.0990523994
946	0.09893143922
947	0.09875832498
948	0.0985680297
949	0.09838280082
950	0.09824697673
951	0.0981021449
952	0.09799192846
953	0.09786169976
954	0.09776493907
955	0.09764121473
956	0.09753675759
957	0.09738487005
958	0.09725418687
959	0.09711989015
960	0.09699160606
961	0.09682941437
962	0.0967259258
963	0.09659682959
964	0.09648662806
965	0.09632465988
966	0.09619104862
967	0.09606732428
968	0.09592950344
969	0.09578166902
970	0.09561944008
971	0.09546323866
972	0.09524723142
973	0.09518644214
974	0.09505204111
975	0.09496152401
976	0.09471429139
977	0.09459660947
978	0.09441684186
979	0.09427434206
980	0.09417201579
981	0.09400680661
982	0.0939162448
983	0.0937994048
984	0.09369943291
985	0.09358006716
986	0.09344881773
987	0.09326715767
988	0.09311619401
989	0.09301289916
990	0.0928594619
991	0.09270435572
992	0.09258905053
993	0.09247278422
994	0.09234400094
995	0.0922152698
996	0.09204566479
997	0.09190285206
998	0.09182189405
999	0.09169994295
